yoruba,english
"Ẹ̀wẹ̀, sàbẹ̀wò sí ẹkùn àríwá ni ilé ìsìn Our Lady of Fatima (ojúbọ), ibi tó gbajúmọ̀ káàkiri àgbáyé fún nnkan abàmì.","Also to the north visit the great Sanctuary of Our Lady of Fatima (Shrine), a place of worldwide famous Marian apparitions."
"Jọ̀wọ́ rántí pé ó pandandan kí o ṣàbẹ̀wò sí ilé ìsìnkú tó tóbí, bí ilẹ̀ tó ní ìtumọ̀ sí abala àwọn ènìyàn tó wà ní ilé ayé.","Please remember that you are essentially visiting a mass grave site, as well as a site that has an almost incalculable meaning to a significant portion of the world's population."
"Ọ̀pọ̀lọpọ̀ àwọn ọkùnrin àti obìnrin ló sì wà láyé tí wọ́n móríye àkókò wọn níbí, àti ọ̀pọ̀lọpọ̀ àwọn mìíràn tí wọ́n ní àwọn olólùfẹ́ wọ́n tí wọ́n sekúpa tàbí tí wọ́n siṣẹ́ kú níbẹ̀, àwọn Jew àti àwọn tí kìí se Jew rí bákanáà.","There are still many men and women alive who survived their time here, and many more who had loved ones who were murdered or worked to death there, Jews and non-Jews alike."
"Jọ̀wọ́ fi tọ̀wọ̀tọ̀wọ̀ ṣe pẹlú ilẹ̀ náà, pẹ̀lẹ́pẹ̀lẹ́, sùúrù àti ọ̀wọ̀. Ẹ má ṣe fi Holocaust tàbí Nazis ṣe yẹ̀yẹ.","Please treat the site with all of the dignity, solemnity and respect it deserves. Do not make jokes about the Holocaust or Nazis."
Máṣe bá ojú òpó náà jẹ́ nípa ṣíṣà mí si tàbí àwòrán tó wà ní ogiri.,Do not deface the site by marking or scratching graffiti into structures.
"Àwọn èdè ìṣẹ́ Barcelona ní Catalan àti Spanish. Bí ìdajì wọn ló fẹ́ràn láti sọ Catalan, ọ̀pọ̀lọpọ̀ ló mọ èdè náà , àti wípé gbogbo ènìyàn ló fẹ́ ẹ̀ mọ èdè Spain.","Barcelona's official languages are Catalan and Spanish. About a half prefer to speak Catalan, a vast majority understands it, and virtually everyone knows Spanish."
Ṣùgbọ́n púpọ̀ nínú àwọn ìkìlọ̀ ní wọ́n fi Katalani kọ torí oun ní òfin kọ́kọ́ fi ṣe ede gbendek.,"However, most signs are indicated only in Catalan because it is established by law as the first official language."
Béèni èdè Spaniṣi ni wọ́n lò ní ọkọ̀ ayọ́kẹ́lẹ́ ti ìjọba àti àwọn ohun èlò míìn.,"Yet, Spanish is also widely used in public transport and other facilities."
"Èdè catalan nìkan ni wọ́n máa fi ń ṣe ìkéde lásán ní agbègbè, ṣùgbọ́n àwọn ìkéde pàjáwìrì ni wọ́n máa n ṣe pẹlú oríṣìíríṣìí èdè bí i Spanish, English, French, Arabic àti Japanes.","Regular announcements in the Metro are made only in Catalan, but unplanned disruptions are announced by an automated system in a wide variety of languages including Spanish, English, French, Arabic and Japanese."
"A mọ Parisian fún orúkọ ,bí wọ́n ṣe jẹ́ aláìlẹ́kọ̀ọ́ wọ́n sì tùn ní ìgbéraga.","Parisians have a reputation for being egocentric, rude and arrogant."
"Níwọ̀n ìgbà tí èyí kìí se ìwòye tó se déédéé ní gbogbo ìgbà, ọ̀nà tó dára jùlọ láti sẹ dáradára ní Paris ni láti jé ọmọlúwàbí ní ìhùwàsí bí ẹni tó gbẹ́ẹ̀kọ́ ilé. Èyí máa jẹ kí lílọ káàkiri seése ní ìrọrùn.","While this is often only an inaccurate stereotype, the best way to get along in Paris still is to be on your best behavior, acting like someone who is ""bien élevé"" (well brought up). It will make getting about considerably easier."
Abuku gbangba awon ara Parisia ni yio poora ti o ba ni awon iwe iteriba kookan.,Parisians' abrupt exteriors will rapidly evaporate if you display some basic courtesies.
"Ọgbà Ìdárayá Ìlú ti Odò Plitfisi kún fún igbó pẹ̀lú ẹ̀gbẹ́ omi, igi sprusi àti igi fígì àti àdàpọ̀ ewé Alpini àti Mẹditereniani.","The Plitvice Lakes national park is heavily forested, mainly with beech, spruce, and fir trees, and features a mixture of Alpine and Mediterranean vegetation."
"A Ṣàkíyèsí púpọ̀ pe ọ̀pọ̀ ayika ewe nítorí maikroklaimeeti rẹ̀ tó pọ̀, yẹ̀pẹ̀ tó yàtọ̀ ati ìṢesí afẹ́fẹ́.","It has a notably wide variety of plant communities, due to its range of microclimates, differing soils and varying levels of altitude."
Agbègbè náà jẹ́ bí ilé fún àwọn ẹranko àti ẹye.,The area is also home to an extremely wide variety of animal and bird species.
"Àwọn ẹranko tí kò wọ́pọ̀ bí i ti béárì aláwọ̀ búráwùn, ìkokò, idì, òwìwí, ológìnní ijù àti capercaillie ti ilẹ̀ Europe la lè rí pẹ̀lú àwọn ẹ̀yà ẹranko tó wọ́pọ̀ míràn.","Rare fauna such as the European brown bear, wolf, eagle, owl, lynx, wild cat and capercaillie can be found there, along with many more common species"
"Lákòkò àbẹ̀wò síléègbé àwọn mọ́ǹkì, wọ́n ní káwọn obìnrin wọ yẹ̀rì tó bòwọ́n lẹ́sẹ̀, kí wọ́n sì bo èjìká wọn pẹ̀lú.","While visiting the monasteries, women are required to wear skirts covering the knees and have their shoulders covered, too."
"Ọ̀pọ̀lọpọ̀ àwọn ilẹ́ ìdáwà máà n pẹ̀sẹ̀ asọ ìrọ̀rùn fún àwọn obìnrin tí o ba mùra dada sìlẹ ki wọn tọ wá, sùgbọn ti o bá mú tirẹ lọwọ, paapaa julọ eyi to ni awọ didan, ẹrin in arakunrin tabi arabinrin yo fi gba ọ wole lẹnu ọna.","Most of the monasteries do provide wraps for women who come unprepared, but if you bring your own, especially one with bright colors, you'll get a smile from the monk or nun at the entrance."
"Ní ọ̀rọ̀ kánáà, wọ́n ti ní káwọn ọkùnrin má a wọ ṣòkòtò tó bó orúnkún wọn.","Along the same line, men are required to wear trousers covering the knees."
"Èyí náà lè jẹ́ yíyá nínú àkójọ tó wà ní ẹnu ọ̀nà àmọ́ wọn kò fọ àwọn aṣọ wọ̀nyí nígbà tí wọ́n lò ó tán, ara rẹ lé má se dáradára láti wọ́ àwọn yẹ̀rì yìí. Ọ̀kan ti se rẹ́gí fáwọn ọkùnrin!",This too can be borrowed from the stock at the entrance but that clothing isn't washed after every user so you may not feel comfortable wearing these skirts. One size fits all for men!
"Ìlànà ìdáná àwọn Majorcan bí i ti àwọn tó wà ní agbègbè omi, ló dá lórí búrẹ́dì, ẹ̀fọ́ àti ẹran (pàápàá jùlọ ẹran ẹlẹ́dẹ̀), tí wọ́n si ma ń lo òróró ólìfù.","Majorcan cuisine, like that of similar zones in the Mediterranean, is based on bread, vegetables and meat (specially pork), and uses olive oil throughout."
"Oúnjẹ alẹ́ tí ó gbajúgbajà pàápàá jùlọ ní àkókò yìí ni Pa amb Oil: búrẹ́dì pẹ̀lú olive oil, tòmátì, ati èyíkéyì ohun tí ẹnu ń jẹ́ bí i wàrà, ẹja tuna abbl.","A simple popular dinner, especially during the summer, is the Pa amb Oli: Bread with olive oil, tomato, and any available condiments such as cheese, tunafish, etc."
"Gbogbo ọ́rọ́ orúkọ pèlú ọ́rọ́ Sie fun ọ, nígbogbo ìgbà bẹ̀rẹ̀ pèlú lẹ́ta ńla, kò baa sẹ ní ààrin gbólohùn.","All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence."
Ona to se patakilati fi mo iyato ninu awon oro ise ati oro oruko to n gba is.,This is an important way to distinguish between some verbs and objects.
"A lè jiyan pe o ma n mú kí ìwé kíkà rọrùn si, ṣùgbọ́́n ìwé kika ṣòro tori Èyàn níláti wadi bóyá ilo ọ̀rọ̀ ìṣe àti ọ̀rọ̀ ìjúwe lọ́́nà tó fi ifiyesi ha.","It also arguably makes reading easier, though writing is somewhat complicated by the need to find out whether a verb or adjective is used in a substantivized form."
Gbigbe oro jade fi be rorun pelu ede Itili nigba to je pe bi won se pe bee na ni won se ko,Pronunciation is relatively easy in Italian since most words are pronounced exactly how they are written
"Awon oro ti o se koko lati se akiyesi ni c ati g, nitori pipe won da le awon faweli wonyi.","The main letters to watch out for are c and g, since their pronunciation varies based on the following vowel."
"Bákanáà, se àrídájú pé o pe r ati rr lọ́tọ́ọ̀tọ̀: caro túmọ̀ sí ọ̀wọ́n nígbàtí carro túmọ̀ sí kẹ̀kẹ́ ẹṣin.","Also, make sure to pronounce r and rr differently: caro means dear, whereas carro means chariot."
Èdè Persia ni gírámà tó rọrùn díẹ̀ tó sì tún ní ìlànà jọjọ.,Persian has a relatively easy and mostly regular grammar.
"Fun idi eyi, kika iwe girama yi yio fun ọ ni anfani lati mọ nipa girama Persian ati ki oriṣiriṣi gbolohun le ye ọ daada.","Therefore, reading this grammar primer would help you learn much about Persian grammar and understand phrases better."
"Láìsí àní àní, bí o bá mọ èdè Róòmù, yí ó rọrùn fún ọ láti kọ́ èdè ilẹ̀ portugal.","Needless to say, if you know a Romance language, it will be easier for you to learn Portuguese."
"Àmọ́ṣá, àwọn ènìyàn tó ma èdè ilẹ̀ Spain díẹ̀ lè tètè sọ wípé èdè ilẹ̀ Portugal súnmọ́ ra nítorínà kò nílò pé ènìyàn ń kọ́ ọ.","However, people who know a little Spanish may hastily conclude that Portuguese is close enough that it need not be studied separately."
"Àwọn àkíyèsí ayé àtijó lọ́pòlọpọ̀ ìgbà kò ní ìwúlò lónìí, àti wípé wọn wà bi ilé ìkó iṣẹ́ ọnà sí tàbí àyè ikẹẹ̀kọ. .","Pre-modern observatories are usually obsolete today, and remain as museums, or sites of education."
"Torípé ìṣòro ẹ̀gbin iná óyàtọ̀ sí bó ṣe wà lónìí, wọ́n ma n sábà wà ní ilu tàbí ọgbà ilé ìwé, o rọrùn láti débẹ̀ jú àwọn tí a kọ́ ní igbalode lọ.","As light pollution in their heyday was not the kind of problem it is today, they are usually located in cities or at campuses, easier to reach than those built in modern times."
Ọpọ̀ àwọn ẹ̀ro ìwòyẹ ìgbàlódẹ fún ìwádìí jẹ àwọn ohun ẹ̀lò títóbi jọjọ ní àwọn agbẹ̀gbẹ̀ ọ̀nà jiínjín to ni àwọn ọjú ọjọ́ dáradára.,Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions.
"Hanami, tí í ṣe ìwò-cherry-tí-ó-rẹwà ti wà nínú àṣà àwọn Japan láti Sẹ́ńtúrì kẹjọ.","Cherry blossom viewing, known as hanami, has been a part of Japanese culture since the 8th century."
"Láti orílèèdè China ni èrò àtinúdá náà ti wá, níbi tí èso igi púlùmù ti jẹ́ òdòdó tí ó yááyì jùlọ.",The concept came from China where plum blossoms were the flower of choice.
"Ní orílẹ̀èdè Japan, àwọn olórí nìkan ni ó má ń sayẹyẹ èso ṣẹ́ẹ́ẹ́rì fúnra ara wọn àtàwọn èèkàn nídí iṣẹ́ ọba mìíran nínú ìgbìmọ̀ ọba mìíràn.","In Japan, the first cherry blossom parties were hosted by the emperor only for himself and other members of the aristocracy around the Imperial Court."
"Àwọn ewéko máa ń rẹwà nígbà tí wọ́n bá wà ní ààyè wọn, fún ìdí èyí yẹra fún fífọwọ́ kan àwọn ewéko wọ̀nyí.","Plants look their best when in a natural environment, so resist the temptation to remove even ""just one"" specimen."
"Ti o ba lo gba specimeni nigba ti o ba lo be ogba ti won ti to, won maa le e kuro lai koko ba e soro.","If visiting a formally arranged garden, collecting ""specimens"" is also going to get you ejected, without discussion."
"Singapore jẹ́ ibi tó ní àbò jùlọ láti wà ó sì rọrùn láti lọ kiri, o sì lè ra gbogbo ǹkan tí o bá dé ibẹ̀.","Singapore is generally an extremely safe place to be and very easy to navigate, and you can buy almost anything after arriving."
"Ṣùgbọ́n tí wọ́n bá fi é sí “ilẹ̀ oru òkè” ni apá arewa ikwetọ̀ oru (nígbà gbogbo) àti òrùn tóle (nígbà tí ọjọ́ bá dá, kìí fibẹ́ wáyé) lo ma bá fàá.","But being placed in the ""high tropics"" just a few degrees north of equator you will need to deal with both heat (always) and strong sun (when the sky is clear, more rarely)."
"Àwọn ọkọ́ akérò díẹ̀ tó ń lọ sí àríwá sí Hebron, ìsìnkú náà wáyé ní Biblical patriarch Abraham, Isaac, Jacob, àti àwọn ìyàwó wọn.","There are also a few buses going north to Hebron, the traditional burial place of the Biblical patriarchs Abraham, Isaac, Jacob, and their wives."
Yẹ̀wò bóya boosi to fẹ́ wọ̀ ma dé Hebroni kii ṣe ilẹ̀ Ju itosi ibe Kiriyati Arba.,Check that the bus you are thinking of taking goes into Hebron and not just to the nearby Jewish settlement of Kiryat Arba.
Àwọn ojú ọ̀nà omi abẹ́lé lè jẹ́ àkolé tó dára láti gbé ìsinmi lẹ́nu iṣẹ́ lé lórí.,Inland waterways can be a good theme to base a holiday around.
"Fún àpẹrẹ sísé àbẹ̀wò sí ilé ńlá iLoire, àfonífojì ti Rhine àbí wíwá ọkọ̀ ojú omi kekeré sí àwọn ibi tí a nífẹ̀ẹ́ sí ní Danube àbí wiwa ọkọ̀ ojú omi kọjá Erie Canal.","For example visiting castles in the Loire Valley, the Rhine valley or taking a cruise to interesting cites on the Danube or boating along the Erie Canal."
Wọ́n tún sàlàyé ọ̀nà fún pípọ́n òkè àti ojú ipa ìyípo.,They also define routes for popular hiking and cycling trails.
"Kẹ́rẹ́sìmẹsì jẹ́ ọ̀kan lára ìsinmi tó se pàtàkì jùlọ nínú ẹ̀sìn Krìstẹ́nì, ó sì tún jẹ́ àjọyọ ọjọ́ ìbí Jẹ́sù.","Christmas is one of the most important holidays of Christianity, and is celebrated as the birthday of Jesus."
Ọ̀pọ̀lọpọ̀ àwọn ìṣe tó yí ìsinmi ká ní àwọn tí kìí ṣe onígbàgbọ́ láwọn orílẹ̀èdè àwọn ọmọlẹ́yìn Kristi àti àwọn tí kì í ṣe ọmọlẹ́yìn Kristi lágbàáyé.,Many of the traditions surrounding the holiday have been adopted also by non-believers in Christian countries and non-Christians around the world.
Àṣà kan wà láti se àìsùn ní alẹ́ ọjọ́ àj.,There's a tradition to pass the Easter night awake at some exposed point to see the sunrise.
"Àlàyé ẹ̀kọ́ inú ẹ̀sin kìrìsìtẹ́nì mẹ̀rin ló wà fún ìse yìí, àmọ́ ó lẹ̀ jẹ́ àkókò tí ẹ̀sin kìrìsìtẹ́nì ò tí ì dé àti ìrúbọ ìbímọ.","There are of course Christian theological explanations for this tradition, but it may well be a pre-Christian Spring and Fertility ritual."
"Ọ̀pọ̀lọpọ̀ ṣọ́ọ̀ọì ni wọn má a ń ṣe ìṣọ́-òru ọdún àjíǹde ni alẹ́ ọjọ́ Àbámẹ̀ta òpin ọ̀sẹ̀ àjíǹde. Ní ọ̀gànjọ́ òru, àwọn ọmọ ìjọ a má a fò fún ayọ̀ nítorí àjíǹde Krístì.","More traditional churches often hold an Easter Vigil on Saturday night during the Easter weekend, with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection."
"Wiwẹ, fifo loju ofurufu ati fifo loju omi ni ọna ti gbogbo ẹranko ti o koko de awọn irukusu gba debi.","All animals that originally arrived in the islands came here either by swimming, flying or floating."
